document_id,document_name,query_name,query_description,ground_truth,prediction,correct,raw_response
6,11802212,hoc_tumor_promoting_inflammation,Identify if the abstract describes tumor-promoting inflammation.,Yes,,,
6,11802212,hoc_cellular_energetics,Identify if the abstract describes deregulation of cellular energetics.,No,,,
6,11802212,hoc_avoiding_immune_destruction,Identify if the abstract describes cancer cells avoiding immune destruction.,No,,,
7,11812999,hoc_sustaining_proliferative_signaling,Identify if the abstract describes cancer cells sustaining proliferative signaling.,Yes,,,
7,11812999,hoc_evading_growth_suppressors,Identify if the abstract describes cancer cells evading growth suppressors.,No,,,
7,11812999,hoc_resisting_cell_death,Identify if the abstract describes cancer cells resisting cell death.,No,,,
7,11812999,hoc_enabling_replicative_immortality,Identify if the abstract describes cancer cells enabling replicative immortality.,Yes,,,
7,11812999,hoc_inducing_angiogenesis,Identify if the abstract describes tumors inducing angiogenesis.,No,,,
7,11812999,hoc_activating_invasion_and_metastasis,Identify if the abstract describes cancer cells activating invasion and metastasis.,No,,,
7,11812999,hoc_genomic_instability_and_mutation,Identify if the abstract describes genome instability and mutation.,No,,,
7,11812999,hoc_tumor_promoting_inflammation,Identify if the abstract describes tumor-promoting inflammation.,No,,,
7,11812999,hoc_cellular_energetics,Identify if the abstract describes deregulation of cellular energetics.,No,,,
7,11812999,hoc_avoiding_immune_destruction,Identify if the abstract describes cancer cells avoiding immune destruction.,No,,,
8,11821958,hoc_sustaining_proliferative_signaling,Identify if the abstract describes cancer cells sustaining proliferative signaling.,Yes,,,
8,11821958,hoc_evading_growth_suppressors,Identify if the abstract describes cancer cells evading growth suppressors.,No,,,
8,11821958,hoc_resisting_cell_death,Identify if the abstract describes cancer cells resisting cell death.,No,,,
8,11821958,hoc_enabling_replicative_immortality,Identify if the abstract describes cancer cells enabling replicative immortality.,No,,,
8,11821958,hoc_inducing_angiogenesis,Identify if the abstract describes tumors inducing angiogenesis.,No,,,
8,11821958,hoc_activating_invasion_and_metastasis,Identify if the abstract describes cancer cells activating invasion and metastasis.,No,,,
8,11821958,hoc_genomic_instability_and_mutation,Identify if the abstract describes genome instability and mutation.,No,,,
8,11821958,hoc_tumor_promoting_inflammation,Identify if the abstract describes tumor-promoting inflammation.,No,,,
8,11821958,hoc_cellular_energetics,Identify if the abstract describes deregulation of cellular energetics.,No,,,
8,11821958,hoc_avoiding_immune_destruction,Identify if the abstract describes cancer cells avoiding immune destruction.,No,,,
9,11830522,hoc_sustaining_proliferative_signaling,Identify if the abstract describes cancer cells sustaining proliferative signaling.,No,,,
9,11830522,hoc_evading_growth_suppressors,Identify if the abstract describes cancer cells evading growth suppressors.,No,,,
9,11830522,hoc_resisting_cell_death,Identify if the abstract describes cancer cells resisting cell death.,No,,,
9,11830522,hoc_enabling_replicative_immortality,Identify if the abstract describes cancer cells enabling replicative immortality.,Yes,,,
9,11830522,hoc_inducing_angiogenesis,Identify if the abstract describes tumors inducing angiogenesis.,No,,,
9,11830522,hoc_activating_invasion_and_metastasis,Identify if the abstract describes cancer cells activating invasion and metastasis.,Yes,,,
9,11830522,hoc_genomic_instability_and_mutation,Identify if the abstract describes genome instability and mutation.,No,,,
9,11830522,hoc_tumor_promoting_inflammation,Identify if the abstract describes tumor-promoting inflammation.,Yes,,,
9,11830522,hoc_cellular_energetics,Identify if the abstract describes deregulation of cellular energetics.,No,,,
9,11830522,hoc_avoiding_immune_destruction,Identify if the abstract describes cancer cells avoiding immune destruction.,No,,,
10,11836256,hoc_sustaining_proliferative_signaling,Identify if the abstract describes cancer cells sustaining proliferative signaling.,No,,,
10,11836256,hoc_evading_growth_suppressors,Identify if the abstract describes cancer cells evading growth suppressors.,No,,,
10,11836256,hoc_resisting_cell_death,Identify if the abstract describes cancer cells resisting cell death.,No,,,
10,11836256,hoc_enabling_replicative_immortality,Identify if the abstract describes cancer cells enabling replicative immortality.,Yes,,,
10,11836256,hoc_inducing_angiogenesis,Identify if the abstract describes tumors inducing angiogenesis.,No,,,
10,11836256,hoc_activating_invasion_and_metastasis,Identify if the abstract describes cancer cells activating invasion and metastasis.,No,,,
10,11836256,hoc_genomic_instability_and_mutation,Identify if the abstract describes genome instability and mutation.,No,,,
10,11836256,hoc_tumor_promoting_inflammation,Identify if the abstract describes tumor-promoting inflammation.,No,,,
10,11836256,hoc_cellular_energetics,Identify if the abstract describes deregulation of cellular energetics.,No,,,
10,11836256,hoc_avoiding_immune_destruction,Identify if the abstract describes cancer cells avoiding immune destruction.,No,,,
11,11836618,hoc_sustaining_proliferative_signaling,Identify if the abstract describes cancer cells sustaining proliferative signaling.,Yes,,,
11,11836618,hoc_evading_growth_suppressors,Identify if the abstract describes cancer cells evading growth suppressors.,No,,,
11,11836618,hoc_resisting_cell_death,Identify if the abstract describes cancer cells resisting cell death.,No,,,
11,11836618,hoc_enabling_replicative_immortality,Identify if the abstract describes cancer cells enabling replicative immortality.,No,,,
11,11836618,hoc_inducing_angiogenesis,Identify if the abstract describes tumors inducing angiogenesis.,No,,,
11,11836618,hoc_activating_invasion_and_metastasis,Identify if the abstract describes cancer cells activating invasion and metastasis.,Yes,,,
11,11836618,hoc_genomic_instability_and_mutation,Identify if the abstract describes genome instability and mutation.,No,,,
11,11836618,hoc_tumor_promoting_inflammation,Identify if the abstract describes tumor-promoting inflammation.,No,,,
11,11836618,hoc_cellular_energetics,Identify if the abstract describes deregulation of cellular energetics.,No,,,
11,11836618,hoc_avoiding_immune_destruction,Identify if the abstract describes cancer cells avoiding immune destruction.,No,,,
12,11849319,hoc_sustaining_proliferative_signaling,Identify if the abstract describes cancer cells sustaining proliferative signaling.,No,,,
12,11849319,hoc_evading_growth_suppressors,Identify if the abstract describes cancer cells evading growth suppressors.,No,,,
12,11849319,hoc_resisting_cell_death,Identify if the abstract describes cancer cells resisting cell death.,No,,,
12,11849319,hoc_enabling_replicative_immortality,Identify if the abstract describes cancer cells enabling replicative immortality.,No,,,
12,11849319,hoc_inducing_angiogenesis,Identify if the abstract describes tumors inducing angiogenesis.,No,,,
12,11849319,hoc_activating_invasion_and_metastasis,Identify if the abstract describes cancer cells activating invasion and metastasis.,Yes,,,
12,11849319,hoc_genomic_instability_and_mutation,Identify if the abstract describes genome instability and mutation.,No,,,
12,11849319,hoc_tumor_promoting_inflammation,Identify if the abstract describes tumor-promoting inflammation.,No,,,
12,11849319,hoc_cellular_energetics,Identify if the abstract describes deregulation of cellular energetics.,No,,,
12,11849319,hoc_avoiding_immune_destruction,Identify if the abstract describes cancer cells avoiding immune destruction.,No,,,
13,11850815,hoc_sustaining_proliferative_signaling,Identify if the abstract describes cancer cells sustaining proliferative signaling.,No,,,
13,11850815,hoc_evading_growth_suppressors,Identify if the abstract describes cancer cells evading growth suppressors.,No,,,
13,11850815,hoc_resisting_cell_death,Identify if the abstract describes cancer cells resisting cell death.,No,,,
13,11850815,hoc_enabling_replicative_immortality,Identify if the abstract describes cancer cells enabling replicative immortality.,Yes,,,
13,11850815,hoc_inducing_angiogenesis,Identify if the abstract describes tumors inducing angiogenesis.,No,,,
13,11850815,hoc_activating_invasion_and_metastasis,Identify if the abstract describes cancer cells activating invasion and metastasis.,No,,,
13,11850815,hoc_genomic_instability_and_mutation,Identify if the abstract describes genome instability and mutation.,No,,,
13,11850815,hoc_tumor_promoting_inflammation,Identify if the abstract describes tumor-promoting inflammation.,No,,,
13,11850815,hoc_cellular_energetics,Identify if the abstract describes deregulation of cellular energetics.,No,,,
13,11850815,hoc_avoiding_immune_destruction,Identify if the abstract describes cancer cells avoiding immune destruction.,No,,,
14,11857086,hoc_sustaining_proliferative_signaling,Identify if the abstract describes cancer cells sustaining proliferative signaling.,No,,,
14,11857086,hoc_evading_growth_suppressors,Identify if the abstract describes cancer cells evading growth suppressors.,No,,,
14,11857086,hoc_resisting_cell_death,Identify if the abstract describes cancer cells resisting cell death.,No,,,
14,11857086,hoc_enabling_replicative_immortality,Identify if the abstract describes cancer cells enabling replicative immortality.,Yes,,,
14,11857086,hoc_inducing_angiogenesis,Identify if the abstract describes tumors inducing angiogenesis.,No,,,
14,11857086,hoc_activating_invasion_and_metastasis,Identify if the abstract describes cancer cells activating invasion and metastasis.,No,,,
14,11857086,hoc_genomic_instability_and_mutation,Identify if the abstract describes genome instability and mutation.,No,,,
14,11857086,hoc_tumor_promoting_inflammation,Identify if the abstract describes tumor-promoting inflammation.,No,,,
14,11857086,hoc_cellular_energetics,Identify if the abstract describes deregulation of cellular energetics.,No,,,
14,11857086,hoc_avoiding_immune_destruction,Identify if the abstract describes cancer cells avoiding immune destruction.,No,,,
15,11857413,hoc_sustaining_proliferative_signaling,Identify if the abstract describes cancer cells sustaining proliferative signaling.,No,,,
15,11857413,hoc_evading_growth_suppressors,Identify if the abstract describes cancer cells evading growth suppressors.,No,,,
15,11857413,hoc_resisting_cell_death,Identify if the abstract describes cancer cells resisting cell death.,No,,,
15,11857413,hoc_enabling_replicative_immortality,Identify if the abstract describes cancer cells enabling replicative immortality.,No,,,
15,11857413,hoc_inducing_angiogenesis,Identify if the abstract describes tumors inducing angiogenesis.,Yes,,,
15,11857413,hoc_activating_invasion_and_metastasis,Identify if the abstract describes cancer cells activating invasion and metastasis.,No,,,
15,11857413,hoc_genomic_instability_and_mutation,Identify if the abstract describes genome instability and mutation.,No,,,
15,11857413,hoc_tumor_promoting_inflammation,Identify if the abstract describes tumor-promoting inflammation.,No,,,
15,11857413,hoc_cellular_energetics,Identify if the abstract describes deregulation of cellular energetics.,No,,,
15,11857413,hoc_avoiding_immune_destruction,Identify if the abstract describes cancer cells avoiding immune destruction.,No,,,
16,11872299,hoc_sustaining_proliferative_signaling,Identify if the abstract describes cancer cells sustaining proliferative signaling.,Yes,,,
16,11872299,hoc_evading_growth_suppressors,Identify if the abstract describes cancer cells evading growth suppressors.,Yes,,,
16,11872299,hoc_resisting_cell_death,Identify if the abstract describes cancer cells resisting cell death.,Yes,,,
16,11872299,hoc_enabling_replicative_immortality,Identify if the abstract describes cancer cells enabling replicative immortality.,No,,,
16,11872299,hoc_inducing_angiogenesis,Identify if the abstract describes tumors inducing angiogenesis.,No,,,
16,11872299,hoc_activating_invasion_and_metastasis,Identify if the abstract describes cancer cells activating invasion and metastasis.,No,,,
16,11872299,hoc_genomic_instability_and_mutation,Identify if the abstract describes genome instability and mutation.,No,,,
16,11872299,hoc_tumor_promoting_inflammation,Identify if the abstract describes tumor-promoting inflammation.,No,,,
16,11872299,hoc_cellular_energetics,Identify if the abstract describes deregulation of cellular energetics.,No,,,
16,11872299,hoc_avoiding_immune_destruction,Identify if the abstract describes cancer cells avoiding immune destruction.,No,,,
17,11877436,hoc_sustaining_proliferative_signaling,Identify if the abstract describes cancer cells sustaining proliferative signaling.,Yes,,,
17,11877436,hoc_evading_growth_suppressors,Identify if the abstract describes cancer cells evading growth suppressors.,No,,,
17,11877436,hoc_resisting_cell_death,Identify if the abstract describes cancer cells resisting cell death.,Yes,,,
17,11877436,hoc_enabling_replicative_immortality,Identify if the abstract describes cancer cells enabling replicative immortality.,Yes,,,
17,11877436,hoc_inducing_angiogenesis,Identify if the abstract describes tumors inducing angiogenesis.,No,,,
17,11877436,hoc_activating_invasion_and_metastasis,Identify if the abstract describes cancer cells activating invasion and metastasis.,No,,,
17,11877436,hoc_genomic_instability_and_mutation,Identify if the abstract describes genome instability and mutation.,No,,,
17,11877436,hoc_tumor_promoting_inflammation,Identify if the abstract describes tumor-promoting inflammation.,No,,,
17,11877436,hoc_cellular_energetics,Identify if the abstract describes deregulation of cellular energetics.,No,,,
17,11877436,hoc_avoiding_immune_destruction,Identify if the abstract describes cancer cells avoiding immune destruction.,No,,,
18,11888853,hoc_sustaining_proliferative_signaling,Identify if the abstract describes cancer cells sustaining proliferative signaling.,Yes,,,
18,11888853,hoc_evading_growth_suppressors,Identify if the abstract describes cancer cells evading growth suppressors.,No,,,
18,11888853,hoc_resisting_cell_death,Identify if the abstract describes cancer cells resisting cell death.,Yes,,,
18,11888853,hoc_enabling_replicative_immortality,Identify if the abstract describes cancer cells enabling replicative immortality.,No,,,
18,11888853,hoc_inducing_angiogenesis,Identify if the abstract describes tumors inducing angiogenesis.,No,,,
18,11888853,hoc_activating_invasion_and_metastasis,Identify if the abstract describes cancer cells activating invasion and metastasis.,No,,,
18,11888853,hoc_genomic_instability_and_mutation,Identify if the abstract describes genome instability and mutation.,No,,,
18,11888853,hoc_tumor_promoting_inflammation,Identify if the abstract describes tumor-promoting inflammation.,No,,,
18,11888853,hoc_cellular_energetics,Identify if the abstract describes deregulation of cellular energetics.,No,,,
18,11888853,hoc_avoiding_immune_destruction,Identify if the abstract describes cancer cells avoiding immune destruction.,No,,,
19,11896073,hoc_sustaining_proliferative_signaling,Identify if the abstract describes cancer cells sustaining proliferative signaling.,Yes,,,
19,11896073,hoc_evading_growth_suppressors,Identify if the abstract describes cancer cells evading growth suppressors.,No,,,
19,11896073,hoc_resisting_cell_death,Identify if the abstract describes cancer cells resisting cell death.,Yes,,,
19,11896073,hoc_enabling_replicative_immortality,Identify if the abstract describes cancer cells enabling replicative immortality.,No,,,
19,11896073,hoc_inducing_angiogenesis,Identify if the abstract describes tumors inducing angiogenesis.,No,,,
19,11896073,hoc_activating_invasion_and_metastasis,Identify if the abstract describes cancer cells activating invasion and metastasis.,Yes,,,
19,11896073,hoc_genomic_instability_and_mutation,Identify if the abstract describes genome instability and mutation.,No,,,
19,11896073,hoc_tumor_promoting_inflammation,Identify if the abstract describes tumor-promoting inflammation.,No,,,
19,11896073,hoc_cellular_energetics,Identify if the abstract describes deregulation of cellular energetics.,No,,,
19,11896073,hoc_avoiding_immune_destruction,Identify if the abstract describes cancer cells avoiding immune destruction.,No,,,
20,11901535,hoc_sustaining_proliferative_signaling,Identify if the abstract describes cancer cells sustaining proliferative signaling.,No,,,
20,11901535,hoc_evading_growth_suppressors,Identify if the abstract describes cancer cells evading growth suppressors.,No,,,
20,11901535,hoc_resisting_cell_death,Identify if the abstract describes cancer cells resisting cell death.,No,,,
20,11901535,hoc_enabling_replicative_immortality,Identify if the abstract describes cancer cells enabling replicative immortality.,No,,,
20,11901535,hoc_inducing_angiogenesis,Identify if the abstract describes tumors inducing angiogenesis.,No,,,
20,11901535,hoc_activating_invasion_and_metastasis,Identify if the abstract describes cancer cells activating invasion and metastasis.,Yes,,,
20,11901535,hoc_genomic_instability_and_mutation,Identify if the abstract describes genome instability and mutation.,No,,,
20,11901535,hoc_tumor_promoting_inflammation,Identify if the abstract describes tumor-promoting inflammation.,No,,,
20,11901535,hoc_cellular_energetics,Identify if the abstract describes deregulation of cellular energetics.,No,,,
20,11901535,hoc_avoiding_immune_destruction,Identify if the abstract describes cancer cells avoiding immune destruction.,Yes,,,
21,11912168,hoc_sustaining_proliferative_signaling,Identify if the abstract describes cancer cells sustaining proliferative signaling.,No,,,
21,11912168,hoc_evading_growth_suppressors,Identify if the abstract describes cancer cells evading growth suppressors.,No,,,
21,11912168,hoc_resisting_cell_death,Identify if the abstract describes cancer cells resisting cell death.,Yes,,,
21,11912168,hoc_enabling_replicative_immortality,Identify if the abstract describes cancer cells enabling replicative immortality.,Yes,,,
21,11912168,hoc_inducing_angiogenesis,Identify if the abstract describes tumors inducing angiogenesis.,No,,,
21,11912168,hoc_activating_invasion_and_metastasis,Identify if the abstract describes cancer cells activating invasion and metastasis.,No,,,
21,11912168,hoc_genomic_instability_and_mutation,Identify if the abstract describes genome instability and mutation.,Yes,,,
21,11912168,hoc_tumor_promoting_inflammation,Identify if the abstract describes tumor-promoting inflammation.,No,,,
21,11912168,hoc_cellular_energetics,Identify if the abstract describes deregulation of cellular energetics.,No,,,
21,11912168,hoc_avoiding_immune_destruction,Identify if the abstract describes cancer cells avoiding immune destruction.,No,,,
22,11914273,hoc_sustaining_proliferative_signaling,Identify if the abstract describes cancer cells sustaining proliferative signaling.,Yes,,,
22,11914273,hoc_evading_growth_suppressors,Identify if the abstract describes cancer cells evading growth suppressors.,No,,,
22,11914273,hoc_resisting_cell_death,Identify if the abstract describes cancer cells resisting cell death.,No,,,
22,11914273,hoc_enabling_replicative_immortality,Identify if the abstract describes cancer cells enabling replicative immortality.,Yes,,,
22,11914273,hoc_inducing_angiogenesis,Identify if the abstract describes tumors inducing angiogenesis.,No,,,
22,11914273,hoc_activating_invasion_and_metastasis,Identify if the abstract describes cancer cells activating invasion and metastasis.,No,,,
22,11914273,hoc_genomic_instability_and_mutation,Identify if the abstract describes genome instability and mutation.,No,,,
22,11914273,hoc_tumor_promoting_inflammation,Identify if the abstract describes tumor-promoting inflammation.,No,,,
22,11914273,hoc_cellular_energetics,Identify if the abstract describes deregulation of cellular energetics.,No,,,
22,11914273,hoc_avoiding_immune_destruction,Identify if the abstract describes cancer cells avoiding immune destruction.,No,,,
23,11914642,hoc_sustaining_proliferative_signaling,Identify if the abstract describes cancer cells sustaining proliferative signaling.,No,,,
23,11914642,hoc_evading_growth_suppressors,Identify if the abstract describes cancer cells evading growth suppressors.,No,,,
23,11914642,hoc_resisting_cell_death,Identify if the abstract describes cancer cells resisting cell death.,Yes,,,
23,11914642,hoc_enabling_replicative_immortality,Identify if the abstract describes cancer cells enabling replicative immortality.,No,,,
23,11914642,hoc_inducing_angiogenesis,Identify if the abstract describes tumors inducing angiogenesis.,No,,,
23,11914642,hoc_activating_invasion_and_metastasis,Identify if the abstract describes cancer cells activating invasion and metastasis.,No,,,
23,11914642,hoc_genomic_instability_and_mutation,Identify if the abstract describes genome instability and mutation.,No,,,
23,11914642,hoc_tumor_promoting_inflammation,Identify if the abstract describes tumor-promoting inflammation.,No,,,
23,11914642,hoc_cellular_energetics,Identify if the abstract describes deregulation of cellular energetics.,No,,,
23,11914642,hoc_avoiding_immune_destruction,Identify if the abstract describes cancer cells avoiding immune destruction.,No,,,
24,11927016,hoc_sustaining_proliferative_signaling,Identify if the abstract describes cancer cells sustaining proliferative signaling.,Yes,,,
24,11927016,hoc_evading_growth_suppressors,Identify if the abstract describes cancer cells evading growth suppressors.,Yes,,,
24,11927016,hoc_resisting_cell_death,Identify if the abstract describes cancer cells resisting cell death.,Yes,,,
24,11927016,hoc_enabling_replicative_immortality,Identify if the abstract describes cancer cells enabling replicative immortality.,No,,,
24,11927016,hoc_inducing_angiogenesis,Identify if the abstract describes tumors inducing angiogenesis.,No,,,
24,11927016,hoc_activating_invasion_and_metastasis,Identify if the abstract describes cancer cells activating invasion and metastasis.,No,,,
24,11927016,hoc_genomic_instability_and_mutation,Identify if the abstract describes genome instability and mutation.,No,,,
24,11927016,hoc_tumor_promoting_inflammation,Identify if the abstract describes tumor-promoting inflammation.,No,,,
24,11927016,hoc_cellular_energetics,Identify if the abstract describes deregulation of cellular energetics.,No,,,
24,11927016,hoc_avoiding_immune_destruction,Identify if the abstract describes cancer cells avoiding immune destruction.,No,,,
25,11929636,hoc_sustaining_proliferative_signaling,Identify if the abstract describes cancer cells sustaining proliferative signaling.,No,,,
25,11929636,hoc_evading_growth_suppressors,Identify if the abstract describes cancer cells evading growth suppressors.,No,,,
25,11929636,hoc_resisting_cell_death,Identify if the abstract describes cancer cells resisting cell death.,No,,,
25,11929636,hoc_enabling_replicative_immortality,Identify if the abstract describes cancer cells enabling replicative immortality.,No,,,
25,11929636,hoc_inducing_angiogenesis,Identify if the abstract describes tumors inducing angiogenesis.,No,,,
25,11929636,hoc_activating_invasion_and_metastasis,Identify if the abstract describes cancer cells activating invasion and metastasis.,No,,,
25,11929636,hoc_genomic_instability_and_mutation,Identify if the abstract describes genome instability and mutation.,No,,,
25,11929636,hoc_tumor_promoting_inflammation,Identify if the abstract describes tumor-promoting inflammation.,Yes,,,
25,11929636,hoc_cellular_energetics,Identify if the abstract describes deregulation of cellular energetics.,No,,,
25,11929636,hoc_avoiding_immune_destruction,Identify if the abstract describes cancer cells avoiding immune destruction.,No,,,
26,11929832,hoc_sustaining_proliferative_signaling,Identify if the abstract describes cancer cells sustaining proliferative signaling.,No,,,
26,11929832,hoc_evading_growth_suppressors,Identify if the abstract describes cancer cells evading growth suppressors.,No,,,
26,11929832,hoc_resisting_cell_death,Identify if the abstract describes cancer cells resisting cell death.,Yes,,,
26,11929832,hoc_enabling_replicative_immortality,Identify if the abstract describes cancer cells enabling replicative immortality.,Yes,,,
26,11929832,hoc_inducing_angiogenesis,Identify if the abstract describes tumors inducing angiogenesis.,No,,,
26,11929832,hoc_activating_invasion_and_metastasis,Identify if the abstract describes cancer cells activating invasion and metastasis.,No,,,
26,11929832,hoc_genomic_instability_and_mutation,Identify if the abstract describes genome instability and mutation.,No,,,
26,11929832,hoc_tumor_promoting_inflammation,Identify if the abstract describes tumor-promoting inflammation.,No,,,
26,11929832,hoc_cellular_energetics,Identify if the abstract describes deregulation of cellular energetics.,No,,,
26,11929832,hoc_avoiding_immune_destruction,Identify if the abstract describes cancer cells avoiding immune destruction.,No,,,
